"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1793849496037888283","Fri May 24 03:40:22 +0000 2024","0","Masa tanggap darurat bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Sumatera Barat yang seharusnya berakhir 25 Mei 2024 diperpanjang selama 14 hari. https://t.co/uD8NrpCK2L","1793849496037888283","https://pbs.twimg.com/media/GOUImdQbQAEyFfO.jpg","","in","","0","1","0","https://x.com/Metro_TV/status/1793849496037888283","57261519","Metro_TV"
"1793831030861758620","Fri May 24 02:27:00 +0000 2024","0","Masa tanggap darurat bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Sumatera Barat yang seharusnya berakhir 25 Mei 2024 diperpanjang selama 14 hari. https://t.co/UYI716jJp9","1793831030861758620","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/voidotid/status/1793831030861758620","1186946650595418116","voidotid"
"1793702855783924222","Thu May 23 17:57:40 +0000 2024","0","Sumatera Barat (23/05/2024) - Penyerahan Bantuan IPDN-Kemendagri Peduli Bencana Banjir Lahar Dingin kepada Bupati Tanah Datar di Rumah Dinas Bupati dan Bupati Agam di Posko Bencana Kecamatan Canduang. https://t.co/6bwh4S2UYI","1793702855783924222","https://pbs.twimg.com/media/GOSDPEpa8AAd7Mx.jpg","","in","Jatinangor, Indonesia","0","1","0","https://x.com/HumasIpdn/status/1793702855783924222","1177418864411365377","HumasIpdn"
"1793643054726779309","Thu May 23 14:00:03 +0000 2024","0","Masa tanggap darurat bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Sumatera Barat yang seharusnya berakhir 25 Mei 2024 diperpanjang selama 14 hari. https://t.co/nKncXeA6KS","1793643054726779309","","","in","NKRI","0","0","0","https://x.com/antaranews/status/1793643054726779309","18071520","antaranews"
"1793329261287559516","Wed May 22 17:13:08 +0000 2024","2","Update terbaru Informasi bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Rabu (22/5/2024) Pukul 22.00 WIB https://t.co/r0IWPqb5Ve","1793329261287559516","https://pbs.twimg.com/media/GOMvdabaUAEp4BI.jpg","","in","","0","0","1","https://x.com/InfoFPMKI/status/1793329261287559516","1481664544431042563","InfoFPMKI"
"1793242150794338523","Wed May 22 11:27:00 +0000 2024","0","Presiden Jokowi dan Ibu Negara Iriana mengunjungi korban bencana banjir bandang lahar dingin Gunung Marapi di Kabupaten Agam Sumatera Barat Selasa (21/5/2024). Korban yang dikunjungi khususnya adalah anak-anak yang tinggal di posko pengungsian Batu Taba. (ist) https://t.co/w8RXaL8OZH","1793242150794338523","https://pbs.twimg.com/ext_tw_video_thumb/1793207576542482432/pu/img/xwVqWK__bpLnFkgv.jpg","","in","Indonesia","0","0","0","https://x.com/tribunnews/status/1793242150794338523","124171593","tribunnews"
"1792892597683236993","Tue May 21 12:18:00 +0000 2024","4","Presiden @jokowi beserta Ibu Iriana meninjau langsung area terdampak bencana longsor dan banjir bandang lahar dingin di Kabupaten Agam Sumatra Barat Selasa (21/05/2024). https://t.co/V1SUq9GKXU","1792892597683236993","https://pbs.twimg.com/ext_tw_video_thumb/1792888447159705601/pu/img/xPQx2f8lR4B-Zk0g.jpg","","in","Jakarta Capital Region","0","0","3","https://x.com/akuratco/status/1792892597683236993","786549338818224128","akuratco"
"1792853734764274024","Tue May 21 09:43:34 +0000 2024","15","Keterangan Pers Presiden @jokowi usai Peninjauan Lokasi Terdampak Bencana Longsor dan Banjir Bandang Lahar Dingin di Kabupaten Agam Provinsi Sumatera Barat 21 Mei 2024 #Transkrip https://t.co/ftC5KV86l3 https://t.co/tVvQ4zJoS1","1792853734764274024","https://pbs.twimg.com/media/GOF-9hWbgAAInxb.jpg","","in","Jakarta","0","0","4","https://x.com/setkabgoid/status/1792853734764274024","260686783","setkabgoid"
"1792838080162132173","Tue May 21 08:41:22 +0000 2024","0","[SOEDIRMAN BERGERAK × MIPA SOCIAL PROJECT: PEDULI BENCANA SUMBAR] Telah terjadi banjir bandang lahar dingin yang terjadi di sejumlah kabupaten/kota di Sumatera Barat sejak Sabtu (11/5/2024). https://t.co/H3AFvz5hj2","1792838080162132173","https://pbs.twimg.com/media/GOFwu4Qa0AAVh2R.jpg","","in","Purwokerto","0","1","0","https://x.com/bemkmipa_unsoed/status/1792838080162132173","751042735","bemkmipa_unsoed"
"1792827974364115020","Tue May 21 08:01:12 +0000 2024","1","News Update: Presiden Joko Widodo beserta Ibu Iriana Joko Widodo meninjau langsung area terdampak bencana longsor dan banjir bandang lahar dingin di Kabupaten Agam Provinsi Sumatra Barat pada Selasa 21 Mei 2024. Kris - Biro Pers Sekretariat Presiden #TempoFoto https://t.co/CeyC81wTv1","1792827974364115020","https://pbs.twimg.com/media/GOFnPKpbIAAwEsn.jpg","","in","Indonesia","0","0","1","https://x.com/tempodotco/status/1792827974364115020","18129942","tempodotco"
