conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,categories
1787461054005682241,Tue May 07 06:53:15 +0000 2024,0,alhamdulillah orang sudha malu dukung palestina dukung palestina pinter wawas cantik2 n ganteng2 free palestina,1787737441568444915,,5teV3n_Pe9eL,in,,0,0,0,https://twitter.com/isgalonjebol/status/1787737441568444915,1735491668324098048,isgalonjebol,disgust
1787737270143136134,Tue May 07 06:52:34 +0000 2024,0,unisa yogyakarta gelar aksi damai bela palestina,1787737270143136134,https://pbs.twimg.com/media/GM9Rkuza8AAagaV.jpg,,in,"Yogyakarta, Indonesia",0,0,0,https://twitter.com/Harian_Jogja/status/1787737270143136134,118371948,Harian_Jogja,anger
1787737149590413749,Tue May 07 06:52:05 +0000 2024,0,hamas jk bantu mediasi israel setop agresi palestina,1787737149590413749,,,in,,0,0,0,https://twitter.com/CNNIndonesia/status/1787737149590413749,17128975,CNNIndonesia,anger
1787687110797128058,Tue May 07 06:52:04 +0000 2024,0,allah sabar tabah iman kpd sodara di rafah gaza palestina robb tolong dari jahat kaum zalim,1787737146050408939,,dina_sulaeman,in,,0,0,0,https://twitter.com/Otnatu5/status/1787737146050408939,1717141298480828416,Otnatu5,anger
1787688962254905365,Tue May 07 06:50:38 +0000 2024,0,angka tepat 860 orang anda nyata korban idf polisi tara warga sipil kita anggap milisi palestina tewas korban genosida,1787736783406739831,,erlanishere,in,,0,0,0,https://twitter.com/MRA1207/status/1787736783406739831,1429841478038269954,MRA1207,negative
1787654457339342932,Tue May 07 06:50:37 +0000 2024,0,argentina dukung israel laku genosida palestina biarin aja bangkrut,1787736780030230734,,elonmusk,in,Jakarta,0,0,0,https://twitter.com/masekoID/status/1787736780030230734,50983948,masekoID,fear
1787736652577984781,Tue May 07 06:50:07 +0000 2024,0,gelar aksi bela palestina rektor ums soal manusia,1787736652577984781,https://pbs.twimg.com/media/GM9RAy5bgAAGs8b.jpg,,in,"Solo, Central Java, Indonesia",0,0,0,https://twitter.com/soloposdotcom/status/1787736652577984781,155169715,soloposdotcom,anger
1787736619707146527,Tue May 07 06:49:59 +0000 2024,0,presiden mesir abdelfattah alsisi desak israel kelompok juang palestina hamas pakat janji gencat senjata jalur gaza,1787736619707146527,,,in,NKRI,0,0,0,https://twitter.com/antaranews/status/1787736619707146527,18071520,antaranews,anger
1787661857026920807,Tue May 07 06:49:33 +0000 2024,0,zionis babi sial moga beri hidayah dah biar malu lo tweetan lo sekaligus rakyat palestina,1787736513062805589,,Valhallaah,in,,0,0,0,https://twitter.com/kalaelc/status/1787736513062805589,1690526514482458624,kalaelc,disgust
1787736450328678554,Tue May 07 06:49:18 +0000 2024,0,universitas muhammadiyah yogyakarta bendera palestina ukur bentang gedung rektorat tanda solidaritas juang rakyat palestina,1787736450328678554,,,in,Yogyakarta,0,0,0,https://twitter.com/majalahSM/status/1787736450328678554,836611718,majalahSM,positive
1787736400806518948,Tue May 07 06:49:07 +0000 2024,0,mudah tidak bilang mahasiswa arab juga dukung palestina,1787736400806518948,,,in,,0,0,0,https://twitter.com/Hamba60455437/status/1787736400806518948,1604731200815235073,Hamba60455437,anger
1787736274851516749,Tue May 07 06:48:37 +0000 2024,0,tank isr4el serbu penyebrangan rafahmesir juta warga palestina kepung bisa selamat telegram cowards idf diapers force,1787736274851516749,https://pbs.twimg.com/ext_tw_video_thumb/1787736135290249217/pu/img/716g-kWYUJ6GdWJ1.jpg,,in,United Kingdom 🇬🇧,0,0,0,https://twitter.com/nameItAllSarah/status/1787736274851516749,1709037131220611072,nameItAllSarah,anger
1787638640505704501,Tue May 07 06:47:49 +0000 2024,0,berani gak zionis pesek ad dimedsos demo turun jalan bela israel sprti negara barat pdhl pro palestina minoritas disanamasa gak berani sih zionis pesek disiniayo zionis pesek tunjuk nyali jgn kmu gedein dimedsos doank wkwkwkwk,1787736073764061401,,erlanishere,in,Jawa,0,0,0,https://twitter.com/DawnGojek/status/1787736073764061401,896397834701819904,DawnGojek,negative
1787672905196945782,Tue May 07 06:47:45 +0000 2024,0,siap dilakuin saladdin siap perang bukan bikin serang beri namanama siap adab kuat memang minimal atas kertas harap bebas palestina,1787736058387628111,,AfrizaMunaf,in,Riviere,0,0,0,https://twitter.com/MireinaRiviere/status/1787736058387628111,801836522,MireinaRiviere,positive
1787735941492375585,Tue May 07 06:47:17 +0000 2024,0,suara guru muhammadiyah ptm indonesia bela palestina moga ikut guru lain selaras dg gera mahasiswa seluruh dunia suara bela palestina,1787735941492375585,https://pbs.twimg.com/media/GM9QXVTaMAA1C9e.jpg,,in,,0,0,0,https://twitter.com/heriakhmadi/status/1787735941492375585,248690529,heriakhmadi,positive
1787503037080309884,Tue May 07 06:46:45 +0000 2024,0,allah lindung saudara2 di gaza palestina dn para juang hamas dn lain jugaaamiin,1787735806532259990,,erlanishere,in,,0,0,0,https://twitter.com/Y92_Yumi/status/1787735806532259990,1737403253346988032,Y92_Yumi,anger
1787568882577748111,Tue May 07 06:46:38 +0000 2024,0,kecam aja kecam israel gak butuh kecam gak duli tindak ngapain tentra masing2 negara muslim cuman latih buang uang negara gilir perang saudra iman palestina bantai cuman diam hanya rapat rapat organisasi rapat,1787735778698928370,,mwlorg_id,in,"Bogor Barat, Indonesia",0,0,0,https://twitter.com/Ajats88/status/1787735778698928370,3014501024,Ajats88,positive
1787479596235173983,Tue May 07 06:46:26 +0000 2024,0,smga allah lindung rakyat palestina dirafah rajam zionis israel,1787735729067700475,,21_mozza,in,,0,0,0,https://twitter.com/NaimSulaim91711/status/1787735729067700475,1675491923413577728,NaimSulaim91711,anger
1787716413861274062,Tue May 07 06:46:25 +0000 2024,1,wkwkwk gimana israel palestina mediasi,1787735723074089135,,bnsphrxyzzz,in,Neraka,0,0,0,https://twitter.com/Baechiga/status/1787735723074089135,767329799543005185,Baechiga,positive
1787735661086470260,Tue May 07 06:46:10 +0000 2024,0,nih setanyahu gak henti bunuh orang palestina takut penjara kasus jahat banyak,1787735661086470260,,,in,🇮🇩,0,0,0,https://twitter.com/decembzr/status/1787735661086470260,862762826,decembzr,fear
1787735620561060065,Tue May 07 06:46:01 +0000 2024,0,palestina derita,1787735620561060065,,,in,Indonesia,0,0,0,https://twitter.com/MayAiniLutfi/status/1787735620561060065,1116766362,MayAiniLutfi,anger
1787638640505704501,Tue May 07 06:45:08 +0000 2024,0,aksi bela palestina,1787735400896933943,https://pbs.twimg.com/ext_tw_video_thumb/1787735162132037632/pu/img/EGeM0mAx0KycbQ1v.jpg,erlanishere,in,Sidoarjo,1,0,0,https://twitter.com/jimbrons/status/1787735400896933943,592759511,jimbrons,anger
1787663575408066851,Tue May 07 06:44:07 +0000 2024,0,lagi akting dua samasama kafir laknatullah tolong allah dekat bangsa palestina,1787735142741708933,,SoftWarNews,in,"Depok, Jawa Barat",0,0,0,https://twitter.com/Kacamatapratama/status/1787735142741708933,1461459080,Kacamatapratama,fear
1787686076263641415,Tue May 07 06:42:59 +0000 2024,0,shitrael raja ngibul bilang rumah sakit markas hamas hancur manusia bantai hamas exist orang goblok masih percaya shitrael inti ingin bersih etnis palestina gaza,1787734856908341612,,DonHose9251,in,Gang Kelinci - Pasar Baru,0,0,0,https://twitter.com/jakpoes/status/1787734856908341612,3538102453,jakpoes,negative
1787734789128380888,Tue May 07 06:42:42 +0000 2024,0,iya reminder mutual gue gak srek retweet an gue what happened today palestina silah unfoll no hard feelings at all,1787734789128380888,,,in,RBYF. MDNI.,0,0,0,https://twitter.com/artiznt/status/1787734789128380888,1582435366157459456,artiznt,anger
1787734706769068346,Tue May 07 06:42:23 +0000 2024,0,sivitas akademika um parepare gelar aksi solidaritas bela palestina,1787734706769068346,,,in,"Sulawesi Selatan, Indonesia",0,0,0,https://twitter.com/berita_sulsel19/status/1787734706769068346,1603956551139569664,berita_sulsel19,trust
1787734622492889500,Tue May 07 06:42:03 +0000 2024,0,aksi damai dukung palestina civitas academica dari dosen pegawai staf mahasiswa unisa yogyakarta,1787734622492889500,,,in,"Yogyakarta, Indonesia",0,0,1,https://twitter.com/unisa_yogya/status/1787734622492889500,793369265868935168,unisa_yogya,anger
1787734509481570648,Tue May 07 06:41:36 +0000 2024,0,serentak 172 guru forum rektor muhammadiyah gelar aksi bela palestina,1787734509481570648,,,in,Jakarta,0,0,0,https://twitter.com/Beritasatu/status/1787734509481570648,154102750,Beritasatu,positive
1787734237661262319,Tue May 07 06:40:31 +0000 2024,0,fr ptma um purworejo gelar aksi bela palestina,1787734237661262319,,,in,,0,0,0,https://twitter.com/KlikindonesiaC/status/1787734237661262319,1515181720102121475,KlikindonesiaC,anger
1787734135806874005,Tue May 07 06:40:07 +0000 2024,2,mahasiswi s2 palestina aksi um surabaya harap bebas,1787734135806874005,,,in,,0,0,0,https://twitter.com/kumparan/status/1787734135806874005,759692754985242625,kumparan,joy
1787275820282826982,Tue May 07 06:39:51 +0000 2024,0,hamas kotor palestina,1787734068400111698,,KyaiAhy,in,,0,0,0,https://twitter.com/RelawanNusanta1/status/1787734068400111698,1046084343892869120,RelawanNusanta1,disgust
