"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1807553493273817579","Sun Jun 30 23:15:10 +0000 2024","1","Gempa berkekuatan Magnitudo 3 4 terjadi di Tuban Jawa Timur Senin 1 Juli 2024. Gempa dilaporkan terjadi sekira pukul 05.34.11 WIB. https://t.co/ufesGh8xjW #gempaTuban #GempaBumi","1807553493273817579","","","in","Surabaya","0","0","0","https://x.com/ngopibareng_id/status/1807553493273817579","1291246080269545472","ngopibareng_id"
"1807037612940825056","Sat Jun 29 13:05:14 +0000 2024","1","Gempa Hari Ini Sabtu 29 Juni 2024 di Indonesia: Bermagnitudo 3 3 Getarkan Tuban Jatim https://t.co/m6jBcuxZCN #News","1807037612940825056","","","in","Jakarta","0","0","0","https://x.com/liputan6dotcom/status/1807037612940825056","47596019","liputan6dotcom"
"1806966933717209195","Sat Jun 29 08:24:23 +0000 2024","0","Kabupaten Tuban Diguncang Gempa Bumi https://t.co/5gdcb83W1g via @TentangKita.co","1806966933717209195","","","in","","0","0","0","https://x.com/ekbistangsel/status/1806966933717209195","1486611098413383681","ekbistangsel"
"1806936517228847413","Sat Jun 29 06:23:31 +0000 2024","0","Gempa Terkini di Jawa Timur Melanda Tuban Sabtu Subuh Pusat Lindu di Darat Kedalaman 10 KM https://t.co/3uarEYGfes","1806936517228847413","","","in","","0","0","0","https://x.com/Ranusa26963/status/1806936517228847413","1711450298559193088","Ranusa26963"
"1806914126926721420","Sat Jun 29 04:54:33 +0000 2024","55","Sabtu 29 Juni 2024 pukul 04.15.46 WIB Tuban diguncang gempa magnitudo M3 3. Episenter di darat 22 km arah Barat Daya Tuban kedalaman 10 Km akibat aktivitas sesar aktif di dirasakan di Kecamatan Montong Kerek dan Merakurak II-III MMI. https://t.co/pae94eWpQ2","1806914126926721420","https://pbs.twimg.com/media/GRNyjQVa8AAtVhu.jpg","","in","Kota Bekasi","0","2","14","https://x.com/DaryonoBMKG/status/1806914126926721420","195642037","DaryonoBMKG"
"1806893538908705066","Sat Jun 29 03:32:44 +0000 2024","0","Gempa Terkini Magnitudo 3 3 Guncang Tuban Berpusat di Darat https://t.co/l8CLYjyFmL","1806893538908705066","","","in","","0","0","0","https://x.com/Ranusa26963/status/1806893538908705066","1711450298559193088","Ranusa26963"
"1806881964521300345","Sat Jun 29 02:46:45 +0000 2024","0","Beberapa netizen di Kerek banyak yang kerasa nih katanya. Kalau di daerah kalian gimana Lur? Gempa dengan magnitudo 3.3 SR ini pusatnya ada di darat 22 KM barat daya Tuban. #infotuban #tuban https://t.co/SKnaTNat2h","1806881964521300345","https://pbs.twimg.com/media/GRNVkTmboAAm-Nf.jpg","","in","Tuban, Indonesia","0","0","0","https://x.com/infotubancoid/status/1806881964521300345","962135283452993536","infotubancoid"
"1806879306809069568","Sat Jun 29 02:36:11 +0000 2024","0","Gempa bumi tektonik berkekuatan 3 3 Magnitudo mengguncang wilayah Kabupaten Tuban Jawa Timur Sabtu 29 Juni 2024 sekitar pukul 04.15.46 WIB. https://t.co/myvq433ETy #GempaBumi #BMKG #bencanaalam #Tuban #Bencana","1806879306809069568","","","in","Surabaya","0","0","0","https://x.com/ngopibareng_id/status/1806879306809069568","1291246080269545472","ngopibareng_id"
"1806856381603225954","Sat Jun 29 01:05:05 +0000 2024","0","Penjelasan BMKG Soal Gempa 3 3 Magnitudo di Tuban: Seperti Truk Melintas. BMKG (Balai Besar Meteorologi Klimatologi dan Geofisika) menyampaikan analisis terkait gempa bumi tektonik dengan https://t.co/jGnTgygsvF #Peristiwa #bmkg #gempatuban #Tuban via @beritajatimcom","1806856381603225954","","","in","Surabaya","0","0","0","https://x.com/beritajatimcom/status/1806856381603225954","21287066","beritajatimcom"
"1806841587735175597","Sat Jun 29 00:06:18 +0000 2024","0","Gempa M 3 2 Guncang Tuban Berpusat di Darat https://t.co/VPBZOVIsWH","1806841587735175597","","","in","","0","0","0","https://x.com/Ranusa26963/status/1806841587735175597","1711450298559193088","Ranusa26963"
